Title,Description,Link,Published Date
Toronto awarded WNBA expansion team to make debut in 2026 – reports,"<ul><li>WNBA awards 14th team to Kilmer Group, reports say</li><li>League hopes to expand to 16 teams by 2028 seasons</li></ul><p>The WNBA is heading to Toronto, according to media reports.</p><p>The Canadian Broadcasting Corporation reported that the women’s professional basketball league has awarded a franchise to the Kilmer Group. The reported deal would have Toronto’s WNBA team start playing in May 2026.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/toronto-wnba-expansion-team-reports"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/toronto-wnba-expansion-team-reports,2024-05-10 17:34:54
Five golden summers: when English cricket bathed in Anderson’s magic,"<p>From his breakthrough World Cup in 2003 to bamboozling Kohli a decade later, here are five of Anderson’s best years</p><p><strong> </strong></p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/five-golden-summers-when-english-cricket-bathed-in-andersons-magic"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/five-golden-summers-when-english-cricket-bathed-in-andersons-magic,2024-05-10 16:35:54
"Meet Rob Owen: overweight, millionaire gambler and sport’s unlikeliest coach","<p>England Squash’s secret weapon for the 2028 Olympics is, in his own words, ‘the fittest fat bloke you’ll ever meet’</p><p>Rob Owen’s wife, Alison, sits down in the kitchen and succinctly reflects on 25 years of marriage, oblivious to the TV behind her silently showing endless horse racing replays<em>.</em> “Stressful,” she concludes, before laughing at the acerbity of her summary.</p><p>A rare hush has briefly descended while the indefatigable Owen has his picture taken in a neighbouring room, where he can faintly be heard amiably discussing which props to include in each shot. Alarmingly forthright when he deems it necessary, Owen is also unceasingly hospitable, mystified by the photographer continually declining the offer of a hot drink in exchange for his troubles.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/rob-owen-overweight-millionaire-gambler-sports-unlikeliest-coach-squash"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/rob-owen-overweight-millionaire-gambler-sports-unlikeliest-coach-squash,2024-05-10 07:00:35
Geopolitics comes to Vitesse: how ‘Chelsea B’ were swallowed by Abramovich associates | Jacob Steinberg,"<p>Fans of the Eredivisie club hoped takeovers would transform their fortunes, but instead they face an existential threat to their future</p><ul><li><a href=""https://www.theguardian.com/football/article/2024/may/10/roman-abramovich-loans-fund-dutch-football-club-vitesse-arnhem-valery-oyf"">Abramovich loans fund Vitesse owner, leaked documents suggest</a></li></ul><p>Vitesse Arnhem are a cautionary tale. At first glance, it is possible to fall into the trap of thinking that they hit the jackpot 14 years ago. Vitesse, a Dutch club with little history of success, had their identity transformed after a takeover led by the Georgian former footballer Merab Jordania.</p><p>Allegations of links between Jordania and Roman Abramovich, the Russian oligarch and former owner of Chelsea Football Club, were always denied. Vitesse, whose highest finish in the Eredivisie was third in 1998, trundled along. They were characterised as “Chelsea B” because of the numbers of players they took on loan from the Premier League side. The game that brought them the first trophy in their long but modest history is instructive. Three young Chelsea loanees – Matt Miazga, Lewis Baker and Nathan – were in the Vitesse team that beat AZ Alkmaar in the Dutch Cup final in 2017.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/geopolitics-vitesse-arnhem-chelsea-b-roman-abramovich-associates"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/geopolitics-vitesse-arnhem-chelsea-b-roman-abramovich-associates,2024-05-10 14:00:19
End of an era: David Moyes prepares to bid farewell to stadium he soothed,"<p>West Ham manager will leave having bridged the gap between club and fans and having also won silverware</p><p>David Moyes is the man who made West Ham fans fall in love with their club again. It should not be forgotten that the mood was poisonous when he was brought back on a rescue mission in December 2019. <a href=""https://www.theguardian.com/football/2020/feb/28/why-west-ham-fans-are-protesting-against-board-saturday"">Anger over the move</a> to the London Stadium had not gone away, an underperforming, uncommitted side had slid into another relegation battle and supporters were staging angry protests against the club’s unpopular ownership before home games.</p><p>Four and a half years on, the mood is different. <a href=""https://www.theguardian.com/football/2024/apr/18/west-ham-bayer-leverkusen-europa-league-quarter-final-second-leg-match-report"">European football</a> has come to Stratford and West Ham, as the chant ironically goes, are massive.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/end-of-an-era-david-moyes-prepares-to-bid-farewell-to-stadium-he-soothed"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/end-of-an-era-david-moyes-prepares-to-bid-farewell-to-stadium-he-soothed,2024-05-10 21:30:07
Nottingham Forest’s Ola Aina: ‘Kyle Walker said I was pretty quick but he was chilled about it’,"<p>The defender on being the fastest player in Serie A, happy times at Chelsea’s academy and why he loves the City Ground</p><p>‘Even though that clip shows I got past him, it wasn’t as easy as it may have looked,” says Ola Aina. The Nottingham Forest defender is recalling the moment during a defeat against Manchester City a fortnight ago when he took on and beat Kyle Walker in a foot race. It’s a feat not many players, including Kylian Mbappé, can claim to have matched in recent times and Aina says his phone has been “frantic” since <a href=""https://twitter.com/premierleague/status/1785748986881548643"">a tweet</a> from the Premier League that has amassed 22,000 likes went viral.</p><p>“I remember when it happened I saw him and thought: ‘I might as well just try it’ – and I put everything into it,” says the 27-year-old Nigeria defender, who has made 19 starts for Forest after joining on a one-year deal from Torino last summer. “Afterwards he said something like: ‘You’re pretty quick’ and ‘You caught me flat-footed.’ But he was very chilled about it. He’s done the same thing to other players so many times.”</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/nottingham-forest-ola-aina-the-focus-is-just-being-in-the-premier-league-next-season"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/nottingham-forest-ola-aina-the-focus-is-just-being-in-the-premier-league-next-season,2024-05-10 16:30:01
‘We’re so far away from the title’: Cole and Yorke voice dismay over United,"<ul><li>Treble-winning forwards express anger at how far club has fallen</li><li>Yorke says he ‘wouldn’t want to play’ for current side</li></ul><p>Dwight Yorke and Andrew Cole have been scathing about their former club Manchester United, saying they used to joke about Arsenal “celebrating fourth place”, yet Erik ten Hag’s team cannot even aspire to that position now.</p><p>United host Arsenal on Sunday sitting eighth on 54 points, 13 behind Aston Villa in the final Champions League berth, with only nine points left to play for. At best Ten Hag’s side will finish on 63, United’s lowest tally in the Premier League era. Yorke and Cole enjoyed glittering careers at United, the highlight being the strikers’ key roles in the 1998-99 treble of league, FA Cup and European Cup, the first by an English club, in which they contributed 53 goals between them.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/manchester-united-andrew-cole-dwight-yorke"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/manchester-united-andrew-cole-dwight-yorke,2024-05-10 19:00:04
Crewe fight back to stun Doncaster in shootout and reach playoff final,"<p>Crewe stunned in-form Doncaster when they cancelled out the home side’s two-goal aggregate lead before winning the penalty shootout 4-3 to book a place in the League Two playoff final at Wembley.</p><p>The goalkeeper Max Stryjek, who joined Crewe only last month on an emergency loan from Wycombe, was the match winner as he saved penalties from Zain Westbrooke and Hakeeb Adelakun to clinch a 4-3 victory in the shootout.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/doncaster-crewe-league-two-playoff-semi-final-second-leg"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/doncaster-crewe-league-two-playoff-semi-final-second-leg,2024-05-10 22:54:13
Mum’s viral message inspires Sophie Dennington before FA Cup final duty,"<p>Facebook post about daughter’s struggle with dyslexia showed one of Sunday’s assistant referees at Wembley she is not alone</p><p>When Sunday’s <a href=""https://www.theguardian.com/sport/article/2024/may/10/sports-quiz-week-real-madrid-fa-cup-football-boxing-snooker-rugby-cricket-racing"">Women’s FA Cup final</a> assistant referee Sophie Dennington heard her phone pinging while she was in a strength and conditioning session, she was curious but ignored it. Once finished, she saw three missed calls from her mum, Shelley, and called straight away.</p><p>“She says: ‘Soph, I posted something on Facebook. All it is is a little grassroots page. I’ve seen loads of kids posting that they’re referees and starting their GCSEs. Posts normally get three or four likes. All I wanted was just to post that you struggled with your GCSEs to show them anything is possible and to just keep going. I didn’t think it would get this many likes so quickly,’” says Dennington. She&nbsp;said goodbye, turned off her phone and went to work. After she had finished, she turned her phone on and saw the post and its 1.1&nbsp;million views.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/sophie-dennington-dyslexia-referee-womens-fa-cup-final-wembley"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/sophie-dennington-dyslexia-referee-womens-fa-cup-final-wembley,2024-05-10 16:51:49
"Brazil leave Casemiro, Richarlison and Gabriel Jesus out of Copa América squad","<ul><li>Premier League trio left out by coach Dorival Júnior</li><li>Gabriel Martinelli picked alongside rising star Endrick</li></ul><p>Brazil have included Palmeiras prodigy Endrick in their 23-player strong squad for the upcoming Copa América, but Premier League players Casemiro, Richarlison and Gabriel Jesus have missed out on a place, the coach, Dorival Júnior, announced.</p><p>Endrick, who is due to join Spanish giants Real Madrid when he turns 18 in July, has scored two goals in four appearances for Brazil since his debut last year. He is the youngest male player <a href=""https://www.theguardian.com/football/blog/2024/mar/23/endrick-lights-up-wembley-in-latest-instalment-of-career-on-fast-forward"">to score an international goal at Wembley</a>.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/brazil-ditch-casemiro-richarlison-and-gabriel-jesus-for-copa-america"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/brazil-ditch-casemiro-richarlison-and-gabriel-jesus-for-copa-america,2024-05-10 20:20:52
Klopp vows to be on best behaviour and avoid being in stands for Anfield finale,"<ul><li>Liverpool coach is one yellow card away from punishment</li><li>Former sporting director Julian Ward rejoins club</li></ul><p>Jürgen Klopp has said he will try “absolutely everything” when his team visit Aston Villa on Monday to avoid the yellow card that would banish him to the stands for his final home game as Liverpool manager.</p><p>Klopp has been booked twice this season, against Burnley on 10 February and Luton on 5 November, and a third at Villa Park would bring an automatic touchline ban for his final match at Anfield against Wolves on Sunday week. While avoiding touchline confrontations has never been the Liverpool manager’s forte, he believes going three months since his last booking is a sign of mellowing. And Klopp says he will be conscious at Villa Park of needing to avoid a sanction that would dampen his Anfield farewell.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/jurgen-klopp-vows-best-behaviour-avoid-being-in-stands-for-anfield-finale-liverpool-football"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/jurgen-klopp-vows-best-behaviour-avoid-being-in-stands-for-anfield-finale-liverpool-football,2024-05-10 16:00:12
Rodgers claims Clement’s anger over Old Firm remark is ‘totally without merit’,"<ul><li>Celtic manager promised ‘a bit of fun’ in crucial derby game</li><li>Rangers’ Philippe Clement had accused his rival of disrespect</li></ul><p>Brendan Rodgers has insisted any offence taken by Philippe Clement over comments the Celtic manager made in relation to Saturday’s Old Firm derby is “without merit”.</p><p>Rodgers’ opposite number at Rangers <a href=""https://www.theguardian.com/football/article/2024/may/05/rangers-kilmarnock-scottish-premiership-match-report"">claimed his rival lacked respect</a> after promising Celtic would have “a bit of fun” in what is being widely billed as a title decider. Celtic lead Rangers by three points with the same number of Premiership games remaining.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/without-merit-brendan-rodgers-says-no-basis-for-rangers-to-take-offence"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/without-merit-brendan-rodgers-says-no-basis-for-rangers-to-take-offence,2024-05-10 15:58:35
Standard Liège game off after fans block team bus in protest against 777 Partners,"<ul><li>Belgian club are owned by US firm linked with Everton takeover</li><li>Friday’s home match with Westerlo postponed after protests</li></ul><p>Standard Liège, the Belgian club owned by turmoil-hit US investment group 777 Partners, were forced to postpone their league game on Friday after protesting fans blocked the team coach from reaching the stadium.</p><p>Fans of Standard, 10-time Belgian champions, have stepped up protests this season against Miami-based 777, whose legal and financial worries have led to the club currently being under another temporary transfer embargo.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/standard-liege-fans-protest-against-777-partners"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/standard-liege-fans-protest-against-777-partners,2024-05-10 21:56:45
Leeds rue loss of attacking anchorman Patrick Bamford for Norwich playoff ties,"<ul><li>Striker will miss both legs of semi-final with knee problem</li><li>Daniel Farke welcomes Will Ferrell but ‘he can’t score for us’</li></ul><p>Daniel Farke is hoping the “minor trauma in a patella tendon” that will sideline Patrick Bamford from both legs of Leeds’ Championship playoff semi-final against Norwich does not prove a major problem for his team.</p><p>It is the worst possible moment for Farke’s key centre-forward to suffer knee trouble and the Leeds manager turned rueful as he welcomed the news that Hollywood’s <a href=""https://www.theguardian.com/football/article/2024/may/05/will-ferrell-minority-investor-leeds-united-reports"">Will Ferrell had become the latest celebrity</a> to invest in the West Yorkshire club.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/farke-urges-leeds-not-to-feel-sorry-for-ourselves-after-bamford-injury-blow"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/farke-urges-leeds-not-to-feel-sorry-for-ourselves-after-bamford-injury-blow,2024-05-10 16:18:58
'We cannot win the Premier League': Jürgen Klopp admits defeat in title race – video,"<p>The Liverpool manager, Jürgen Klopp, has said that his side can no longer win the Premier League title. Liverpool sit third in the table, five points behind the league leaders, Arsenal, with just two games to play. 'We cannot win it [the Premier League] anymore. We don't have to deal with that,' Klopp said. 'We all can read the table. We all see the situation. Do we expect them to lose? City has to lose three games. Three. Difficult to see that, but you never know.'</p> <a href=""https://www.theguardian.com/football/video/2024/may/10/we-cannot-win-the-premier-league-jurgen-klopp-admits-defeat-in-title-race"">Continue reading...</a>",https://www.theguardian.com/football/video/2024/may/10/we-cannot-win-the-premier-league-jurgen-klopp-admits-defeat-in-title-race,2024-05-10 10:55:42
Chess: Britain’s 4NCL national league has closest ever three-way finish,"<p>Wood Green edge out Manx Liberty and The Sharks on game points after a triple tie on match points</p><p>Britain’s 4NCL national chess league has traditionally been the preserve of one or two very strong and well-financed clubs. Guildford, the record holders, went unbeaten for eight seasons with 81 wins and two draws before they abdicated their title and downsized in 2021.</p><p>The 2023-24 season ended on Monday with the closest finish in the league’s history as Wood Green, with 20/22 match points and 61 game points, edged out Manx Liberty by just half a game point and the Sharks by one game point.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/chess-britains-4ncl-national-league-has-closest-ever-three-way-finish"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/chess-britains-4ncl-national-league-has-closest-ever-three-way-finish,2024-05-10 07:00:36
Football Daily | Bayer Leverkusen and an extremely difficult pub quiz question,"<p><a href=""https://www.theguardian.com/info/2022/nov/14/football-daily-email-sign-up"">Sign up now! Sign up now! Sign up now? Sign up now!</a></p><p>While it was no great surprise that Regionalliga Nord outfit FC Teutonia 05 Ottensen shipped eight goals without reply in getting knocked out in the first round of the German equivalent of the FA Cup by Bayer Leverkusen last August, nobody who was involved in the match had any idea of the significance of the hammering they had just watched unfold. Ostensibly a fourth-tier side who had only earned the right to play in the DFB-Pokal once before, Teutonia were almost certainly happy to take their licks in return for a big payday but could yet go down in football history as the extremely difficult answer to the pub quiz question: “Who was the first team Bayer Leverkusen played when they went an <em>entire season</em> unbeaten in <em>all competitions</em> at home and abroad in 2023-24?”</p><p>Can I be the first of 1,057 people to read Darren Ferguson’s comments about the refereeing in Peterborough’s playoff semi-final defeat (<a href=""https://www.theguardian.com/football/article/2024/may/09/football-daily-big-cup-harry-kane-bayern-munich-real-madrid"">yesterday’s Quote of the Day</a>) and express their shock that this particular apple hasn’t fallen far from the tree?” – Ed Taylor (and no others).</p><p><em><strong>This is an extract from our daily football email … Football Daily. To get the full version,<a href=""https://preview.gutools.co.uk/info/2016/jan/05/the-fiver-email-sign-up""> </a><a href=""https://www.theguardian.com/info/2022/nov/14/football-daily-email-sign-up"">just visit this page and follow the instructions</a>.</strong></em></p> <a href=""https://www.theguardian.com/football/article/2024/may/10/football-daily-email-bayer-leverkusen"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/football-daily-email-bayer-leverkusen,2024-05-10 15:04:46
‘Punching up against colonialism is glorious!’ The unstoppable rise of Indian comedy in the UK,"<p>Standup has enjoyed a rapid rise in India over the last decade, and now its leading lights are conquering the Edinburgh fringe and packing out the Royal Albert Hall. Where better to take aim at the legacy of Empire …</p><p>In the summer of 2010, Anuvab&nbsp;Pal was writing an&nbsp;article about the opening of&nbsp;the Comedy Store in Mumbai, impresario Don Ward’s attempt to introduce British-style standup to India. Pal, then working primarily as a screenwriter, went to interview Ward, whose storied&nbsp;London venue was a cradle of&nbsp;alternative comedy in the 1980s. He&nbsp;told Pal that press coverage was all&nbsp;well and good, but what he really needed was performers. The initial plan – flying British comics out to India&nbsp;– would be too costly to maintain long-term, which meant he had to find talent, fast. Would Pal audition for him?</p><p>Pal agreed but remained sceptical. “I remember telling my family: ‘This is just a little hobby, I don’t think English comedy’s going to pick up in India,’” he recalls. “Fourteen years later here we are chatting. I still wake up every morning thinking: ‘This is going to end, obviously.’”</p> <a href=""https://www.theguardian.com/stage/article/2024/may/10/indian-standup-comedy-anuvab-pal-kanan-gill-urooj-ashfaq-sapan-verma-vir-das-"">Continue reading...</a>",https://www.theguardian.com/stage/article/2024/may/10/indian-standup-comedy-anuvab-pal-kanan-gill-urooj-ashfaq-sapan-verma-vir-das-,2024-05-10 13:00:07
"Blunt, stunts and Gosling: how did The Fall Guy flop – and what does that mean for cinema?","<p>Summer’s would-be blockbuster has hit a brick wall – did it simply typify everything the public hate about Hollywood or does it belie broader box office blight?</p><p>On paper, it couldn’t fail. The Fall Guy was a lock as this summer’s first – and possibly biggest – box office smash. It had it all. Action, comedy, romance. Record-breaking stunts. Two of the hottest stars around. Great reviews. <em>And</em> a dog.</p><p>Yet fail – or at least stumble – the The Fall Guy did. David Leitch’s bells and whistles blockbuster was tracked to make $40m at the US box office on its opening weekend. Instead, it landed just shy of $28m: a soft opening echoed overseas, where it picked up $30m across 68 other territories. Its current global total stands at $70m.</p> <a href=""https://www.theguardian.com/film/article/2024/may/10/blunt-gosling-the-fall-guy-box-office-flop-cinema"">Continue reading...</a>",https://www.theguardian.com/film/article/2024/may/10/blunt-gosling-the-fall-guy-box-office-flop-cinema,2024-05-10 12:38:37
Eurovision struggles to keep politics out as Israel controversy hits Malmö,"<p>Competing rallies are on the streets, Netherlands’ entrant is under investigation and others complain music is being overshadowed</p><p>The official motto of the 68th edition of Eurovision is “united by music”, but as the continent’s beglittered and sequined masses descended on the Swedish city of Malmö for Saturday’s grand final, music’s ability to heal and bridge divides was looking in serious doubt.</p><p>In the run-up to the song contest’s main event, the Netherlands’ performer Joost Klein missed his slot in two dress rehearsals after being put under investigation by the European Broadcasting Union (EBU) due to an unexplained “incident”.</p> <a href=""https://www.theguardian.com/tv-and-radio/article/2024/may/10/eurovision-song-contest-malmo-israel-controversy"">Continue reading...</a>",https://www.theguardian.com/tv-and-radio/article/2024/may/10/eurovision-song-contest-malmo-israel-controversy,2024-05-10 23:01:35
Peter Weir to receive Golden Lion for lifetime achievement at Venice film festival,"<p>Australian director of Gallipoli and Dead Poets Society praised by festival for his impact in Hollywood ‘while keeping his distance from the American movie industry’</p><p>Peter Weir, the Australian director and screenwriter behind The Truman Show, Dead Poets Society and Gallipoli, will receive a prestigious Golden Lion award for lifetime achievement at this year’s Venice film festival.</p><p>“With a total of only 13 movies directed over the course of 40 years, Peter Weir has secured a place in the firmament of great directors of modern cinema,” said the festival’s artistic director, Alberto Barbera, on Thursday.</p> <a href=""https://www.theguardian.com/film/article/2024/may/10/peter-weir-to-receive-golden-lion-for-lifetime-achievement-at-venice-film-festival"">Continue reading...</a>",https://www.theguardian.com/film/article/2024/may/10/peter-weir-to-receive-golden-lion-for-lifetime-achievement-at-venice-film-festival,2024-05-10 04:16:02
The Fire Next Time by James Baldwin audiobook review – powerful essays from the civil rights frontline,"<p>Law &amp; Order’s Jesse L Martin narrates two powerful essays examining the Black experience in the US, the first in a series marking the author’s centenary year</p><p>First published in 1963 at the height of the US civil rights movement, James Baldwin’s The Fire Next Time comprises two astonishing essays examining the Black experience in the United States and the struggle against racial injustice.</p><p>The first, My Dungeon Shook, takes the form of a letter to Baldwin’s 14-year-old nephew, and outlines “the root of my dispute with my country … You were born into a society which spelled out with brutal clarity, and in as many ways as possible, that you were a worthless human being. You were not expected to aspire to excellence: you were expected to make peace with mediocrity.”</p> <a href=""https://www.theguardian.com/books/article/2024/may/10/the-fire-next-time-by-james-baldwin-audiobook-review-powerful-essays-from-the-civil-rights-frontline"">Continue reading...</a>",https://www.theguardian.com/books/article/2024/may/10/the-fire-next-time-by-james-baldwin-audiobook-review-powerful-essays-from-the-civil-rights-frontline,2024-05-10 11:00:04
Kings of Leon: Can We Please Have Fun review – polished but tired,"<p>(Polydor)<br>The Nashville rockers still sound great, but their lyrics seem bereft of ideas</p><p>C<em>an We Please Have Fun </em>is such a horrible phrase. It adheres to the Nashville rockers’ favoured five-syllable album title structure, if that’s important to you, but is prickly and passive-aggressive coming from four middle-aged men. Its intended message feels like inane boosterism given the state of the world; further proof of the quartet’s unending insularity. And why should rock be fun anyway? Kings of Leon’s best songs – Knocked Up, Milk, Closer – are shadowed by death or loss.</p><p>The good news is that <a href=""https://www.youtube.com/watch?v=stxTjxtbDug"">Caleb Followill</a> retains one of the great rock voices, a yearning, brittle, whiskey-brined caw that’s richer than ever. Kid Harpoon’s production is invariably excellent. Actual Daydream finds unlikely concord between coastal post-punk and heartland MOR; Nothing to Do is a wrecking ball of pent-up aggression; and the guitars on <a href=""https://www.youtube.com/watch?v=wMJyD23nKrk"">Mustang</a> are electrifying shards of sound propelling the song’s racked, feral hunger.</p> <a href=""https://www.theguardian.com/music/article/2024/may/10/kings-of-leon-can-we-please-have-fun-review-polished-but-tired"">Continue reading...</a>",https://www.theguardian.com/music/article/2024/may/10/kings-of-leon-can-we-please-have-fun-review-polished-but-tired,2024-05-10 10:30:29
Yaya Bey: Ten Fold review – a free-ranging tribute,"<p>(Big Dada)<br>Bey’s latest, written in mourning to her rapper father Grand Daddy IU and featuring his voice, includes catchy dancefloor bangers alongside soulful odes</p><p>New York artist Yaya Bey should be far better known than she is. Her 2022 album <em><a href=""https://www.theguardian.com/music/2022/jun/17/yaya-bey-remember-your-north-star-review-rb-singer-with-a-sparkling-gift-for-tragicomedy"">Remember Your North Star</a></em> riffled through genres from R&amp;B to reggae with aplomb, packing in nagging hooks, easy humour, and emotional reckonings with exes and her estranged mother. While she was touring it, Bey’s musician father died. “I been changing under all this pressure into something that shines”, Bey sings huskily on <a href=""https://www.youtube.com/watch?v=_04ugvJevTU"">The Evidence</a>, one ode about the loss of the mentor who raised her.</p><p>Although written in mourning,<em> </em> <em>Ten Fold</em> is just as free-ranging, and as catchy, as <em>North Star</em>. <a href=""https://www.youtube.com/watch?v=RBfb3bqX7nc"">Sir Princess Bad Bitch</a> is a self-affirming dancefloor banger that also finds time to diss the city’s mayor. There’s room for flirting, too, on Carl Thomas Sliding Down the Wall, all squelchy bassline and phone noises.</p> <a href=""https://www.theguardian.com/music/article/2024/may/10/yaya-bey-ten-fold-review-a-free-ranging-tribute"">Continue reading...</a>",https://www.theguardian.com/music/article/2024/may/10/yaya-bey-ten-fold-review-a-free-ranging-tribute,2024-05-10 10:00:29
Dehd: Poetry review – a sparkling dialogue with rock’n’roll history,"<p><strong>(Fat Possum Records)<br></strong>The Chicago trio go back in time and dip into big-chorused Americana, slacker indie and vintage soul – all with real feeling</p><p>Chicago <a href=""https://www.theguardian.com/music/2022/may/27/dehd-blue-skies-review-jason-bella-emily-kempf"">rock band Dehd’s music</a> is two things: mercilessly catchy and meticulously camp. The trio’s biggest hit to date – 2022’s Bad Love – was a smoke machine-fogged rush of instant-singalong glam. Now, their fifth album arrives in a swirl of bratty pop-punk: opener Dog Days’ stop-start guitars accompany pouty playground-chant lyrics dripping with teenage melodrama. Later, they turn to sweeping, big-chorused Americana (Hard to Love), combine slacker indie and vintage soul for the irresistible Mood Ring – a sleazy, cheesy tale of unexpectedly reciprocated lust – and, on Necklace, cleverly meld country and grunge, the exaggerated scuzz offsetting sugary-sweet melodic hooks.</p><p>Contemporary guitar music is in constant, unavoidable conversation with the past, and Dehd inject a lot of fun into this dialogue. There’s a knowingness in the band’s dressing-up-box approach to genres past, and a distance, too; Poetry often feels as if it has a sepia filter (it comes as little surprise to find Whitney’s Ziyad Asrar on production duties; a band who helped pioneer this kind of faux-retro feel).</p> <a href=""https://www.theguardian.com/music/article/2024/may/10/dehd-poetry-review"">Continue reading...</a>",https://www.theguardian.com/music/article/2024/may/10/dehd-poetry-review,2024-05-10 07:30:06
Cypria by Alex Christofi review – island records,"<p>From ancient myth to modern militarism, a brilliant exploration of Cyprus’s long history of cultural resilience</p><p>The island that gave the world halloumi cheese and George Michael’s dad is also an unsinkable aircraft carrier from which RAF jets strike Iranian drones. The geostrategic importance of Cyprus has made its history rich in such contrasts, ever since it was adopted by Zeus’s own aunt.</p><p>Cyprus was once home to dwarf elephants and tiny hippos, but its most&nbsp;consequential as well as beautiful notable native was probably the goddess Aphrodite, who was born from the frothing semen of her father Uranus and stepped ashore at Paphos. She later goaded Paris into kidnapping Helen, so encouraging the Trojan war, whose survivors, too, washed up on the island and began singing of their glorious victories. Homer himself might have been a Cypriot.</p> <a href=""https://www.theguardian.com/books/article/2024/may/10/cypria-by-alex-christofi-review-island-records"">Continue reading...</a>",https://www.theguardian.com/books/article/2024/may/10/cypria-by-alex-christofi-review-island-records,2024-05-10 06:30:33
Smith and Myers review | John Fordham’s jazz album of the month,"<p><strong>Red Hook Records<br></strong>In their album<strong> </strong>Central Park’s Mosaics of Reservoir, Lake, Paths and Gardens the two musical soulmates impressionistically reflect on John Lennon, Albert Ayler and more</p><p>In the 1960s, Chicago’s Association for the Advancement of Creative Musicians (AACM) became a beacon for artists seeking to play a new jazz that could often sound fiercely unfamiliar, but without losing the tradition’s communal vivacity – “<a href=""https://www.theguardian.com/artanddesign/2015/jul/17/the-freedom-principle-review-jazz-art"">joyous and pugnacious</a>” was the Guardian’s description of a show celebrating the association in 2015. AACM nurtured avant-jazz stars including Anthony Braxton, Muhal Richard Abrams, Henry Threadgill and the adventurous yet ever-lyrical trumpeter Wadada Leo Smith, and gospel-to-free-jazz pianist and organist <a href=""https://www.aminaclaudinemyers.com/"">Amina Claudine Myers</a>.</p><p>Longtime ensemble colleagues now in their 80s, Smith and Myers have belatedly become a duo for album this elegiac homage to New York’s Central Park, whose site housed, in the 19th century, a community of freed African Americans. Smith told the Guardian <a href=""https://www.theguardian.com/music/2012/sep/23/ishmael-wadada-leo-smith-interview"">in a 2012 interview</a> that he aims to catch the psychological impressions locations make on him, rather than trying to paint sound-pictures, and Myers is a sensitive soulmate for that.</p> <a href=""https://www.theguardian.com/music/article/2024/may/10/wadada-leo-smith-amina-claudine-myers-central-parks-mosaics-of-reservoir-lake-paths-and-gardens-review"">Continue reading...</a>",https://www.theguardian.com/music/article/2024/may/10/wadada-leo-smith-amina-claudine-myers-central-parks-mosaics-of-reservoir-lake-paths-and-gardens-review,2024-05-10 06:30:32
‘Full of secrets and promises’: Dusty Springfield’s 20 greatest songs – ranked!,"<p>Sixty years after her debut album, we rate the pop singer’s best tracks, from a song recorded in a stairwell to a Pet Shop Boys collaboration</p><p>It’s closer to a show tune than soul, but Dusty Springfield kept singing Quiet Please live during her wilderness years for a reason. The version from 1979, the year Springfield’s UK tour was cancelled due to poor sales, is particularly freighted: “She may not be the latest rage, but she’s singing and she means it … give her your respect if nothing else.”</p> <a href=""https://www.theguardian.com/music/article/2024/may/10/full-of-secrets-and-promises-dusty-springfields-20-greatest-songs-ranked"">Continue reading...</a>",https://www.theguardian.com/music/article/2024/may/10/full-of-secrets-and-promises-dusty-springfields-20-greatest-songs-ranked,2024-05-10 09:00:10
