Title,Description,Link,Published Date,Summary
"Northern lights dazzle over UK, Europe and across the hemisphere","Aurora borealis sightings further south than usual from Ireland and Britain to Czech Republic and Germany as solar storm hits Earth’s atmosphereHow can I see the northern lights in the UK tonight?The aurora borealis has lit up the night sky with rare sightings across the UK, Europe and the northern hemisphere.The northern lights were spotted in Whitley Bay on the north-east coast; Essex; Cambridgeshire; and Wokingham in Berkshire. They were also sighted in Suffolk, Kent, Hampshire and Liverpool. Continue reading...",https://www.theguardian.com/science/article/2024/may/11/northern-lights-dazzle-over-uk-and-europe,2024-05-11 01:16:13,Aurora borealis sightings further south than usual from Ireland and Britain to Czech Republic and Germany as solar storm hits Earth’s atmosphere - here’s what you need to know
Far-right EU election gains could boost nationalist parties on home turf,"Polls indicate a surge for the right across the continent in next month’s ballots but the centrists are still likely to hold sway in parliamentFar-right gains in next month’s European elections will be hard, if not impossible, to parlay into more power in parliament, experts say, but they could boost nationalist parties in EU capitals – with potentially greater consequences.Polling suggests far-right and hardline conservative parties could finish first in nine EU states, including Austria, France and the Netherlands, in the polls between 6 and 9 June, and second or third in another nine, including Germany, Spain, Portugal and Sweden. Continue reading...",https://www.theguardian.com/world/article/2024/may/11/far-right-big-gains-eu-elections-splits-may-thwart-march-to-power,2024-05-11 12:00:27,"Far-right parties could boost nationalist parties in EU capitals, but centrists are likely to hold on to power in elections in six states, experts say"
"Scrutiny makes it hard to have career in No 10, says Akshata Murty","Wife of Rishi Sunak says she ‘tries very hard to keep life as routine as possible’ in Downing StreetAkshata Murty has described the difficulties of continuing her career while being the prime minister’s wife, in a rare solo interview as the next general election approaches.In a wide-ranging interview, the Indian heiress whose personal wealth makes the occupants of No 10 Downing Street richer than King Charles, described a “routine” life, days after Rishi Sunak suffered heavy losses in local elections. Continue reading...",https://www.theguardian.com/politics/article/2024/may/11/akshata-murty-interview-rishi-sunak-no-10-downing-street,2024-05-11 12:40:41,"Prime Minister’s wife says she ‘tries very hard to keep life as routine as possible’ in No 10, days after Rishi Sunak suffered heavy losses in local elections"
London’s remaining men-only gentlemen’s clubs discuss female membership,"Club secretaries at some institutions are understood to be consulting lawyers after vote at GarrickDiscussions are under way over whether to admit women at several of London’s remaining gentlemen’s clubs after this week’s vote by Garrick club members to allow women to join after 193 years.The Travellers Club, the Savile Club, the Beefsteak Club, Boodle’s, Buck’s, Brooks’s, the East India Club and White’s are among a handful of the remaining London clubs that still do not admit female members. Continue reading...",https://www.theguardian.com/uk-news/article/2024/may/11/londons-remaining-men-only-gentlemens-clubs-discuss-admitting-women-members,2024-05-11 07:00:23,Several of London’s remaining gentlemen’s clubs are understood to be consulting lawyers over whether to admit women after the Garrick club voted to allow women to join after 193 years
Doctor Who: Space Babies and The Devil’s Chord – season one opening recap,"With snot monsters, a spaceship powered by nappies and the bad Beatles, the opening double bill of Ncuti Gatwa’s time as the Doctor is full of fun and frolics … if a little forgettable plotwiseAt last we get to see the big bold reimagining we’ve been promised since May 2022 when Ncuti Gatwa was unveiled as the new Doctor. There were a lot of knowing echoes of the last time Russell T Davies reset Doctor Who – and not just in the self-conscious recap of the show’s whole premise that took up a large chunk of Space Babies. We also had a time-travelling phonecall back to mum, a monster made of snot and a spaceship powered by the collective methane of a bunch of space nappies, which called to mind the burping bin and farting Slitheen of the 2005 revival.Space Babies wore its politics on its sleeve as well, cramming in references to the US abortion debate, immigration and asylum seekers, and with the destruction of the Time Lords and Gallifrey now firmly labelled a genocide. Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/11/doctor-who-space-babies-devils-chord-ncuti-gatwa-millie-gibson-beatles-jinkx-monsoon,2024-05-11 19:00:33,Ncuti Gatwa’s time as the Doctor is full of fun and frolics as he travels through time and space in the opening double bill of Space Babies
Kingdom of the Planet of the Apes review – thrilling addition to the series,"Wes Ball brings fresh blood, new ideas and superb motion capture to this top-quality summer blockbusterWith this muscular instalment of the consistently impressive rebooted Apes franchise, director Wes Ball, previously best known for the propulsive but somewhat generic YA dystopian Maze Runner series, graduates, with honours, to the big league of Hollywood helmers. This is a top-quality summer blockbuster, bringing fresh blood and new ideas into the series while staying recognisably within the worlds so meticulously created in the previous three movies.Kingdom of the Planet of the Apes is set many generations in the future, long after the events of War for the Planet of the Apes and the conclusion of the story of Caesar, who is now regarded as a Moses-like legendary figure. But the thing about legends is that they get appropriated and twisted to fit the current narrative. Wise old orangutan scholar Raka (Peter Macon) follows the word of Caesar to the letter; Proximus (Kevin Durand) cherrypicks the primate unity theme but disregards the bit about ape not killing ape. And youngster Noa (Owen Teague), son of the leader of a chimp clan that trains and hunts with eagles, hasn’t even heard of Caesar.In UK and Irish cinemas now Continue reading...",https://www.theguardian.com/film/article/2024/may/11/kingdom-of-the-planet-of-the-apes-review-thrilling-addition-to-the-series,2024-05-11 14:00:29,"Kingdom of the Planet of the Apes is a top-quality summer blockbuster, bringing fresh blood and new ideas into the series while staying recognisably within the worlds so meticulously created in the previous three"
Olivia Rodrigo review – shiny pop-punk with real guts,"Ovo Hydro, GlasgowThere’s no doubt the former Disney actor is a pro, but she’s also a deft, sincere songwriter who captures the viewpoint of a teen outsider to perfectionPop music made by child actors doesn’t often feature axe duels and headbanging. But tonight, during a song called Obsessed, gen-Z phenomenon Olivia Rodrigo, wielding an electric guitar, faces off against one of her guitarists, Emily Rosenfield, as the rest of the band build a grungy din around them.Pop vocalists often perform facsimiles of rock-in-inverted-commas quite egregiously, foregrounding obnoxious guitar solos. Rodrigo’s band is made up entirely of women and non-binary musicians – a rarity at any level, let alone in arenas. And unlike most bands tacked on to the back of a singer, these musicians don’t wave devil’s horns while gurning. They just play loud and fast, their showboating gleeful rather than clichéd. All the young kids here will hopefully take all this for granted. Continue reading...",https://www.theguardian.com/music/article/2024/may/11/olivia-rodrigo-review-shiny-pop-punk-with-real-guts,2024-05-11 13:00:27,"Olivia Rodrigo and Emily Rosenfield are a rare breed of female rock band, but they’re also a force to be reckoned with in the arena"
Deborah Levy: ‘Writing and swimming help each other’,"The novelist and memoirist on stamina and solitude, the influence of surrealist art on her work, and Pier Paolo Pasolini’s revelatory travel writingDeborah Levy’s books include three memoirs and eight novels, half of them published between 1989 and 1999, the other half since 2011, when her Booker-shortlisted Swimming Home came out with a small startup press after rejection by traditional publishers. For the Times Literary Supplement, her novels “teem with oddness, with dreamlike, vertiginous scenes … [and characters] in search of a haunting from their past”. When she was again shortlisted for the Booker in 2016 with Hot Milk, a judge said the novel’s “symbolic richness and mythic complexity ... is also underpinned by a wicked humour: it’s like Virginia Woolf with good jokes”. Levy, 64, spoke from her home in London about her most recent novel, August Blue, in which a classical pianist meets her doppelganger while having a breakdown amid the pandemic.How does a novel start life for you?An idea or feeling won’t go away. Sometimes, you can’t believe what’s preoccupying you, then it becomes clear that this is what you’re going to write about: you’re going to dig in and find out what’s going on. Continue reading...",https://www.theguardian.com/books/article/2024/may/11/deborah-levy-writing-and-swimming-help-each-other-august-blue-paperback,2024-05-11 17:00:31,"Deborah Levy talks to the BBC about her latest novel, August Blue, which she describes as a “wicked humour” and a “symbolic richness and mythic complexity”"
Judy stands up to Punch as classic puppet show gets modern makeover,"The Judy Project staging of the British seaside classic features nods to Pride and the suffragettes, and sees Punch’s beleaguered wife questioning her roleAfter 362 years of frankly horrendous treatment at the hands of her husband, Mr Punch, Judy has had enough.For the first time, the female half of the most famous puppet double act in history will take centre stage at a brand-new contemporary version of the seaside favourite, Punch and Judy, at London’s Covent Garden tomorrow. Continue reading...",https://www.theguardian.com/stage/article/2024/may/11/punch-and-judy-project-puppets-modern-makeover,2024-05-11 13:00:26,Judy and Punch are back on stage in a new production at London’s Covent Garden... and this time it’s Judy who’s in the spotlight
Top authors join trail of Devil in the Wilderness podcast real-life murder mystery,"Michael Frayn and Blake Morrison help son of Christopher Wordsworth in attempt to unravel whether depression might have led Observer writer to killA spiralling murder mystery and a top-rated podcast were not what Saul Wordsworth had in mind when he set out to transcribe the largely illegible diaries of his late father, Christopher Wordsworth, an Observer chief literary critic and sports writer. Yet this is what he has had on his hands since his show, Devil in the Wilderness, found a wide audience last year.And now Michael Frayn and Blake Morrison, acclaimed writers and former colleagues of Wordsworth on this newspaper, have joined him in a fresh attempt to solve the dark riddle of his father’s life. Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/11/devil-in-the-wilderness-podcast-christopher-wordsworth-murder-mystery-frayn-morrison,2024-05-11 16:32:11,Saul Wordsworth’s son and two former Observer colleagues join him in a fresh attempt to solve the mystery of his father’s death Saul Wordsworth’s son and two former Observer colleagues join him in a fresh attempt to solve the mystery of his father’s death
Yotam Ottolenghi’s five-ingredient (or thereabouts) recipes,"A simple, one-tray take on Hainanese chicken rice, heady with ginger and topped with a spring onion oil, and braised broad beans in their pods with chilli and garlicSetting ourselves a five-ingredient limit on any recipe really gets the Ottolenghi test kitchen going. Well, that, or it sends us spiralling into existential doubt, not least regarding what, exactly, constitutes an ingredient. Everyone has salt and pepper, right, so we don’t need to include them in the tally? What about white pepper: is that the same? Water’s not an ingredient, either – it’s not something we need to go out and buy. But does that mean tinfoil is? Can we squeeze in olive oil on a free pass? Or garlic? And what if something is just a serving suggestion, rather than a built-in part of the recipe? How about we just put every ingredient in the title, to highlight how simple and short the ingredient list is? For a group of recipe-creating obsessives, never has counting to five felt so confusing. The results, though, I’m happy to report, are delightfully straightforward, uncomplicatedly delicious and serve (well, about) five. Continue reading...",https://www.theguardian.com/food/article/2024/may/11/yotam-ottolenghi-five-ingredient-or-thereabouts-recipes-chicken-rice-spring-onion-broad-beans,2024-05-11 07:00:24,"Chef-owner Ottolenghi’s Hainanese chicken rice and broad beans with chilli and garlic are uncomplicated and delicious, but still feel like they’re being counted to five."
Print’s not dead: 25 of the best patterned shirts – in pictures,"Zingy colours, geometric shapes, abstract patterns… Celebrate the brighter months with a statement shirt Continue reading...",https://www.theguardian.com/fashion/gallery/2024/may/11/prints-not-dead-25-of-the-best-patterned-shirts-in-pictures,2024-05-11 22:50:38,"Bright colours, geometric shapes, abstract patterns... celebrate the brighter months with a statement shirt in this season's spring/summer styles... here's a look at some of the most popular designs"
"The moment I knew: I was late for our date – but he waited for me in the cold winter night, under a halo of lights","On her first date with Mike, Jennie Duggan Reid found someone with the same sense of humour. On their second, she found someone who would wait for her, no matter whatThe odds that Mike and I would ever meet were low. We both grew up in Perth – the only problem being he was in Perth, Scotland, and I was in Perth, Western Australia. We then managed to find ourselves living in the same place (Melbourne) but on different sides of the city an hour’s drive apart.It was 2014, we’d both been divorced for about five years and neither of us was having much luck with internet dating. It didn’t help that my online profile was set to only show matches who lived within a 5km radius of my house. So while I really wanted to find love, I apparently wasn’t willing to look further than walking distance from my front door. The algorithm very sensibly ignored me and matched me with Mike. I was intrigued by his profile; his heading was: “Looking for a woman who can make me laugh.” In my experience, men usually want to be the funny ones, the centre of attention. I thought, that’s me, I can do that. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/12/the-moment-i-knew-i-was-late-for-our-date-but-he-waited-for-me-in-the-cold-winter-night-under-a-halo-of-lights,2024-05-11 20:00:35,"On her first date with Mike, Jennie Duggan Reid found someone with the same sense of humour... and who would wait for her, no matter what"
Ciarán Hinds: ‘I’m not very good at the glamorous side of the industry’,"The actor, 71, on rubbing shoulders with Hollywood’s finest, his Belfast upbringing – and why he’s made a decision to work a bit lessI was the only boy of five and my sisters would have said I was a spoiled child. It didn’t feel like it – they went off to a convent school and I was left at home in Belfast to do the hoovering with my mother. Every boy back then was trying to be George Best, so I was always out kicking a football. We were Catholic, but not furiously strict. I was even an altar boy for a while.I was still at school when the Troubles started in 1969. We lived in a mixed area and weren’t targeted, but you were very aware of explosions, and while it was fearful and dangerous, it was also weirdly exciting. There was something electric in the air for a kid who didn’t understand mortality yet.I did Irish dance from the ages of six to 19 and became quite proficient at it. Our teacher, Patricia Mulholland, was a great classical violinist and would play traditional tunes while we danced. Schools were segregated, but Patricia believed dancing was for everyone, so we were a mixed community. That was a great opening for me.There was some trepidation at home about me becoming an actor, so I studied law at Queen’s University Belfast. One of my tutors was someone I’d been in a school production of Macbeth with years before. He could tell I was in no way interested in law and suggested I study theatre. I got a grant and went to Rada, and my parents were supportive.I met Liam Neeson at Dublin airport when we were teenagers who’d both been selected to do a theatre experience in Holland. We were the only two northerners, and we bonded because we’d just seen Midnight Cowboy and were knocked out by it. We became very close friends and still are.I’m a very day-to-day person. I don’t think of my career in terms of a progression. I do projects that excite me. If you want to be a Hollywood star, you have to have that ambition as part of your DNA. I just don’t have it. That’s why I bounce from place to place.I met my wife [actor Hélène Patarot] in 1987 when we were both in Peter Brook’s The Mahabharata. She is French-Vietnamese, we live in Paris and London. I’d be dead without the Eurostar! Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/ciaran-hinds-im-not-very-good-at-the-glamorous-side-of-the-industry,2024-05-11 13:00:27,"Actor, 71, on rubbing shoulders with Hollywood’s finest, his Belfast upbringing and why he’s made a decision to work a bit less"
"Soya, nuts and yoghurt: the diet tweaks that can ease the symptoms of menopause","It’s crucial to look after your gut microbiome. So avoid ultra-processed foods,  eat healthily, and try blueberries and beetroot for help with hot flushes tooWhen life feels chaotic, food can be a comfort, a pleasure, an uplifting ritual. Fitting in time to cook, however, can often seem like another impossible thing on the list, especially when there are differing tastes to cater for, and the demands of work to contend with. But as women enter their fourth and fifth decades, considering what we eat is crucial, and making just a few tweaks may improve our health and wellbeing.“The focus needs to be on eating well, eating a variety of foods, and foods that support bone and heart health,” says Dr Claire Phipps, GP and advanced menopause specialist. Think about a Mediterranean style of eating, with lots of oily fish, wholegrain, pulses, fruit and veg, good fats (avocado, olive oil, for example), nuts and seeds, protein and dairy (calcium is vital for supporting bone density). Good health at this stage of life really is best achieved through diet rather than supplements – “our body uses it much better”. That said, Phipps would recommend taking a vitamin D supplement, maybe magnesium, as “it can be helpful for insomnia”. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/soya-nuts-and-yoghurt-the-diet-tweaks-that-can-ease-the-symptoms-of-menopause,2024-05-11 12:00:25,"As women enter their fourth and fifth decades, considering what we eat is crucial, and making just a few tweaks may improve our health and wellbeing."
Blind date: ‘She yawned when I was talking – but she told me she was just tired’,"Maz, 32, a field marketing manager, meets Gianluca, 28, a sync coordinator and DJWhat were you hoping for?To replace my sister as my emergency contact. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/blind-date-maz-gianluca,2024-05-11 05:00:18,The BBC's Pitch Battle is back and this time it's all about the people who work in the music industry and the people who make it happen.
‘A world first’: project recycles polyester into yarn for new clothes,"A venture that uses methods applied to plastic bottles for old textiles aims to tackle the UK’s mountain of unwanted garmentsFootball shirts, sports event banners and uniforms are piled up ready to be pumped into a machine which melts them down for recycling ready to be made into new clothes.In a world first in Kettering, Northamptonshire, Project Re:claim is taking technology used for recycling plastic bottles and adapting it to reprocess polyester textiles into granules that can be turned back into yarn for new clothes. Continue reading...",https://www.theguardian.com/business/article/2024/may/11/a-world-first-project-recycles-polyester-into-yarn-for-new-clothes,2024-05-11 14:00:27,Project Re:claim is taking technology used for recycling plastic bottles and adapting it to reprocess polyester textiles into granules that can be turned back into yarn for new clothes
‘Irish cliche bingo’: critics pan Obamas’ Netflix comedy drama Bodkin,"Seven-part series set in fictional Cork village is couple’s first foray into scripted television for streaming serviceWhen Barack and Michelle Obama visited Ireland in 2011 they drank Guinness, visited the birthplace of the president’s great-great-great-grandfather and made pitch-perfect jokes and speeches. The reception was rapturous.Their current foray into Irish culture is proving more divisive. The Obamas are not here in person but as executive producers of a comedy drama series, Bodkin, set in Ireland, which launched this week on Netflix. Reviews have been polarising. Continue reading...",https://www.theguardian.com/media/article/2024/may/11/obama-netflix-drama-bodkin-ireland-panned-critics,2024-05-11 11:00:25,"The Obamas are not here in person but as executive producers of a comedy drama series, Bodkin, set in Ireland, which launched this week on Netflix"
AstraZeneca’s Covid vaccine is no more – but its remarkable success must not be forgotten | Robin McKie,"Although dogged by controversy, the firm’s coronavirus jab saved the lives of millions and helped avert humanitarian crises in nations unable to access costly alternativesLast week’s announcement that AstraZeneca would no longer market its Covid vaccine brings an end to one of the century’s most remarkable medical stories. Created within a year of the arrival of the pandemic, the AZ vaccine was cheap, easily stored and transported, and helped stave off humanitarian crises in Asia and Latin America, where many countries could not afford the more expensive mRNA vaccines that were being snapped up by rich western nations. It is estimated that it saved 6.3 million lives in 2021 alone.Yet from the start the vaccine – created by research teams led by Professor Andy Pollard and Professor Sarah Gilbert at the Oxford Vaccine Centre – was dogged by controversy. It was linked to blood clots, US observers criticised protocols for its trials, and French president Emmanuel Macron claimed it was “quasi-ineffective” for people over 65. In fact, the vaccine is particularly effective for the elderly. Continue reading...",https://www.theguardian.com/world/article/2024/may/11/astrazeneca-covid-vaccine-jab-coronavirus-saved-lives-humanitarian-crises,2024-05-11 14:29:27,AstraZeneca’s decision to stop marketing its Covid vaccine brings an end to one of the century’s most remarkable medical stories - but it is a story that will live on
"Human rights lawyer Susie Alegre: ‘If AI is so complex it can’t be explained, there are areas where it shouldn’t be used’","The author of Human Rights, Robot Wrongs on why AI isn’t an all-or-nothing equation, separating hype from genuine dangers, and discovering that ChatGPT says she doesn’t existSusie Alegre is an international human rights lawyer and author, originally from the Isle of Man, whose focus in recent years has been on technology and its impact on human rights. As a legal expert she has advised Amnesty International, the UN and other organisations on issues such as counter-terrorism and anti-corruption. Her first book, Freedom to Think, published in 2022 and shortlisted for the Christopher Bland prize, looked at the history of legal freedoms around thought. In her new book Human Rights, Robot Wrongs, she turns her attention to the ways in which AI threatens our rights in areas such as war, sex and creativity – and what we might do to fight back.What prompted you to write this book?There were two triggers. One was the sudden explosion of ChatGPT and the narrative about how everyone can be a novelist now and there’s going to be no need for human creators, because AI will be able to do it all for us. It felt utterly depressing. The second was the story about a Belgian man who took his own life after a six-week intensive relationship with an AI chatbot. His widow felt that, without this relationship, which distorted his worldview, he would have still been there for her and for his children. That triggered me to think – well, this is absolutely about the right to life; to family life, to freedom of thought and freedom from manipulation. And how are we thinking about AI and the really severe ways that it’s impacting our human rights?Human Rights, Robot Wrongs by Susie Alegre is published by Atlantic Books (£12.99). To support the Guardian and Observer order your copy at guardianbookshop.com. Delivery charges may apply Continue reading...",https://www.theguardian.com/technology/article/2024/may/11/human-rights-lawyer-susie-alegre-ai-artificial-intelligence-human-rights-robot-wrongs-book-interview,2024-05-11 16:00:31,"Susie Alegre looks at the ways in which AI threatens our rights in areas such as war, sex and creativity in her new book Human Rights, Robot Wrongs"
Palestinian Americans respond to campus protests: ‘It’s awe-inspiring’,"Palestinians in the US say they feel heartened by students demonstrating against war in which 34,000 have been killedAs Israel continues its military assault on Gaza, some Palestinians in the US say they have been “heartened” by the “phenomenal” support they have seen from student demonstrators around the country.Risking suspension, expulsion and even arrest, US students have spent the last few weeks protesting against Israel’s war on Gaza – which has so far killed more than 34,000 Palestinians, and reduced homes, hospitals and schools to rubble – and calling for their schools to financially divest from weapons manufacturing companies who supply the Israeli military. Continue reading...",https://www.theguardian.com/us-news/article/2024/may/11/palestinian-americans-campus-protests,2024-05-11 12:00:27,US students have spent the last few weeks protesting against Israel’s war in Gaza and calling for their schools to financially divest from weapons manufacturing companies who supply the Israeli military
‘The issue is when to pull the trigger’: how prepared are we for human bird flu?,"The H5N1 virus has been devastating bird populations, and is now infecting mammals too. Is human-to-human transmission next? And are we ready for another pandemic?Over the past four years, a silent pandemic has been raging. One in which the death toll is believed to number in the hundreds of millions, but which has received remarkably little attention until now.The pandemic in question is bird flu, the H5N1 strain of influenza, which since 2020 has moved far beyond the avian world and into mammals ranging from dairy cattle to domestic pets, and species that live on our doorsteps, such as foxes. The virus’s presence has been detected on every continent, even Antarctica. While it has yet to evolve the capability of spreading between humans, alarm bells were raised last month after a dairy farm worker in Texas contracted H5N1, seemingly from cattle. Continue reading...",https://www.theguardian.com/world/article/2024/may/11/bird-flu-human-transmission-prepared-pandemic,2024-05-11 05:00:17,"Hundreds of millions of people are believed to have died as a result of a silent pandemic that has spread far beyond the avian world and into mammals such as domestic pets and species that live on our doorsteps, such as foxes"
Weekend podcast: Josh O’Connor on Zendaya and gardening; Marina Hyde on the Met Gala; being a boy in 2024; and Philippa Perry offers advice on leaving a legacy,"Frock horror! The ludicrous spectacle of the Met Gala; reluctant star Josh O’Connor ​takes the lead in a new film, Challengers; Catherine Carr talks to boys about sex, pornography and feeling isolated and vulnerable; and Philippa Perry responds to a reader who is child-free. Continue reading...",https://www.theguardian.com/lifeandstyle/audio/2024/may/11/weekend-podcast-josh-oconnor-on-zendaya-gardening-marina-hyde-met-gala-philippa-perry-advice-on-leaving-a-legacy,2024-05-11 04:00:16,"In case you missed it, here’s a round-up of the best of the week in film, TV and the news, as compiled by the BBC News website."
Eco-brutalism: when angular concrete meets the wonder of nature – in pictures,"On her @brutalistplants Instagram page, Olivia Broome collects photographs that combine the angular shapes of raw concrete with the greenery of the natural world. “I really enjoy the aesthetic of eco-brutalism and tropical modernism,” she says. “I love mezzanines and ziggurats, and when you pair them with plants it softens them up. Brutalism can be this quite harsh, austere architecture style, but with nature involved, it balances it all out.” Now collected in a book, the images bring together buildings from across the globe, from Hong Kong to Sri Lanka, London to Mexico. “It’s a pleasant movement that people can get behind, especially in smaller spaces and modern cities – it’s nice to fill them with plants and nature.” • Brutalist Plants (Hoxton Mini Press, £20) will be published on Thursday Continue reading...",https://www.theguardian.com/artanddesign/gallery/2024/may/11/eco-brutalism-when-angular-concrete-meets-the-wonder-of-nature-in-pictures,2024-05-11 16:00:30,"Olivia Broome’s Brutalist Plants brings together buildings from across the globe, from Hong Kong to Sri Lanka, in a style that balances nature and architecture"
We love: fashion fixes for the week ahead – in pictures,"The perfect summer LBD, festival fever and day-to-night summer knits Continue reading...",https://www.theguardian.com/fashion/gallery/2024/may/11/we-love-fashion-fixes-for-the-week-ahead-in-pictures,2024-05-11 22:45:38,"All photographs courtesy of Getty Images, AFP, EPA, Getty Images, Getty Images and Reuters, courtesy of AFP, EPA, Getty Images and Reuters, courtesy of Getty Images and Reuters"
Capturing the magic of the one-room school in Montana,"In a world of TikToks and 24-hour news, these kids stay connected through one-on-one work, merry-go-rounds – and baby chicks in the classroomIn early spring, the morning sun casts long shadows across the vast expanse of open land in Glen, a small ranching community in the Pioneer mountains of south-west Montana.On Schoolhouse Road, where pavement meets gravel, clouds of dust obscure my perspective as I head toward Reichle School, a two-room schoolhouse with two teachers and 15 students.From top: Teacher Becky Jensen, right, and pre-service teacher Kalli Miller outside Reichle School in Glen, Montana, on 20 March 2024; student Jeff Rhodes during band practice, and a photograph of former student Chris Rieber in a Reichle School memory book, on 11 April 2024; an archery lesson with teacher Leah Tucker-Helle at Reichle on 20 March 2024. Continue reading...",https://www.theguardian.com/artanddesign/article/2024/may/11/montana-classroom-rural-school,2024-05-11 15:00:30,"Reichle School in Glen, Montana, is part of a network of schools across the US that are using social media to connect with students and their parents."
"‘Rio is beautiful, democratic and welcoming. It has this spell’: Adriano Brodbeck’s best phone picture","The São Paulo-based photographer captures the end of a hot day on the beachAdriano Brodbeck describes his image as the “perfect portrait of Rio”. The São Paulo-based photographer was on a trip with friends, and they had headed to Ipanema beach.“The neighbourhood was made famous by the Brazilian bossa nova song Garota de Ipanema, or The Girl from Ipanema. Despite the district being expensive and elitist, the beach is frequented by people of all classes from around the world: tourists and locals; rich people and humble people,” Brodbeck says. “It makes for a crowded beach, as can be seen in the picture.” Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/adriano-brodbeck-best-phone-picture,2024-05-11 09:00:22,"Adriano Brodbeck's image shows the crowded beach at Ipanema in Rio de Janeiro, where bossa nova song Garota de Ipanema or The Girl is famous."
Relentless Pep Guardiola’s laser focus gives Manchester City cutting edge | John Brewin,"Josko Gvardiol is the latest example of how the Catalan’s reinvention of his players has created a title-winning machineToo good, too strong, and the inevitable draws ever closer. Their fans’ “we’re not really here” chant may be soaked in deepest Manc irony but it also reflects the economic miracle of Manchester City being the best team in England by far. After victory at Fulham the unknown is about to be breached. Four league titles in a row is a level the greatest teams in English history – Huddersfield in the 1920s, Arsenal in the 1930s, Liverpool in the 1980s and two Alex Ferguson-era Manchester United teams – could not attain.Success earns respect if not necessarily affection. Each of those predecessors found a way to win that did not achieve universal admiration. Within living memory, Liverpool were derided for overuse of the back-pass to the point of tedium. United were loathed for being the personification of Ferguson’s cheerlessness. The Manchester City of 2024 are – beyond the ongoing legal issues that overshadow their glory – dismissed as too surgical, almost too perfect. Continue reading...",https://www.theguardian.com/football/blog/article/2024/may/11/relentless-pep-guardiolas-laser-focus-gives-manchester-city-cutting-edge,2024-05-11 15:22:02,"Pep Guardiola has transformed Manchester City into a force to be reckoned with in the Premier League and beyond, but will his side be able to do it without him?"
Arsenal capitalise on Arteta’s belief in set-piece specialism – unlike Spurs | Jonathan Wilson,"Set plays are giving Gunners an edge, yet Ange Postecoglou’s weak spot is not singling them out for specialist coachingAnge Postecoglou isn’t worried about set pieces, as he has made clear repeatedly over the past few weeks. Football being football, the more he is asked and the more he plays down their importance, the more goals Spurs seem to concede from set pieces. At the same time, as Arsenal score more and more from set pieces, their set-piece coach, Nicolas Jover, has become an increasingly prominent figure, bouncing up from the bench every time Arsenal are awarded a corner or free-kick near the box.Set pieces feel like the new frontier. It may look familiar as Declan Rice bends one in, Ben White checks the keeper and a phalanx of big blokes charge to the near post, but the blocking runs are more carefully plotted that ever before. Continue reading...",https://www.theguardian.com/football/blog/article/2024/may/11/arsenal-capitalise-on-managers-focus-on-corners-and-free-kicks-unlike-spurs,2024-05-11 19:00:34,"Arsenal’s set pieces are giving them an edge, yet Ange Postecoglou’s weak spot is not singling them out for specialist coaching"
Jimmy Anderson confirms England farewell as next Ashes ‘felt like a stretch’,"Anderson to end England career in Lord’s Test against Windies‘It feels like right thing for me and the team,’ says bowling legendJimmy Anderson said playing in the 2025-26 Ashes felt “like a stretch” after he announced that the first Test against West Indies at Lord’s in July will mark his England farewell.The Guardian revealed on Friday that this summer would be Anderson’s last as a Test cricketer after the 41-year-old held talks with the England head coach, Brendon McCullum, who wants to build an attack for the long haul. Anderson confirmed his retirement in an Instagram post, stating that the series opener will be his final Test. Lord’s – where he began his Test career 21 years ago against Zimbabwe, claiming five wickets – will host the final wave goodbye from 10 July. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/jimmy-anderson-confirms-lords-farewell-for-end-of-england-test-cricket-career,2024-05-11 18:11:59,England’s all-time leading Test wicket-taker says playing in the 2025-26 Ashes felt ‘like a stretch’ after announcing his retirement this summer
Lauren Price becomes Wales’ first female world champion boxer,"Price claims WBA, IBO and Ring Magazine welterweight titlesThe 29-year-old beats Jessica McCaskill on points in CardiffLauren Price claimed the WBA, IBO and Ring Magazine welterweight world titles with a comprehensive victory over Jessica McCaskill in Cardiff.The fight was called off two seconds into the ninth round, with McCaskill unable to continue because of a swollen eye. Continue reading...",https://www.theguardian.com/sport/article/2024/may/12/lauren-price-becomes-wales-first-female-world-champion-boxer,2024-05-11 23:29:45,"Lauren Price beat Jessica McCaskill on points to win the WBA, IBO and Ring Magazine welterweight world titles at the Ice Arena Wales in Cardiff."
